nom,liens,disponibiliter,prix_regulier,remis_aditionnelle,EAN / GTIN,Poids - g,Marque,Model,Taille de la batterie,Batterie chimique,Batterie,Tension nominale,capaciter_ah,Version batterie,Courant de décharge - A,Protection des circuits,Hauteur - mm,Diamètre - mm,Inclus
EverActive micro USB 18650 3200mAh (protégé) - 7A,https://www.nkon.nl/fr/rechargeable/li-ion/18650-size/everactive-micro-usb-18650-3200mah-protected-7a.html,False,6.95,False,7417940531038,92.0,Everactive,3200 series,18650.0,Li-ion,Rechargeable,3.6,3.1,Bouton haut,7.0,Protégé,"70,20",18.4,Câble USB
